emp_id,Satisfaction_With_Work,Daily_Motivation,Role_Alignment,Recognition,Growth_Opportunities,Feedback_Quality,Career_Goals_Alignment,Coworker_Respect,Collaborative_Environment,Sense_of_Belonging,Manager_Support,Leadership_Trust,Transparent_Communication,Work_Life_Balance,Wellbeing,Workload_Fairness,12_Month_Commitment,Job_Search_Thoughts,Retention_If_Offered_Elsewhere,Overall_Satisfaction,Final_Verdict
2025_246,4,3,3,2,3,3,1,4,4,1,1,3,5,3,1,4,3,5,3,2,3
2025_247,3,1,4,4,1,2,1,3,1,1,2,3,5,5,4,1,4,2,5,1,3
2025_248,2,2,1,2,1,1,3,4,2,2,3,3,3,5,5,5,1,2,4,1,3
2025_249,2,2,3,3,1,3,2,3,5,3,2,1,4,3,2,4,4,5,4,2,3
2025_250,2,3,3,3,4,4,5,3,1,5,1,4,5,5,2,4,4,5,4,5,4
2025_251,2,5,4,4,5,5,5,3,4,4,3,5,2,5,5,3,4,5,4,1,4
2025_252,4,2,2,5,4,5,3,2,5,3,5,4,4,4,4,1,3,3,4,1,3
2025_253,4,1,4,2,2,5,4,3,5,2,4,5,4,2,5,2,1,2,4,3,3
2025_254,2,3,1,5,5,3,5,2,3,4,2,2,2,4,1,5,3,1,3,5,3
2025_255,4,2,2,4,1,1,3,4,1,4,5,2,2,2,4,4,3,2,3,2,3
2025_256,3,3,5,3,4,3,2,3,1,2,1,2,4,4,4,1,5,2,4,2,3
2025_257,1,5,1,2,5,5,1,4,2,3,3,1,2,2,1,2,4,1,4,2,3
2025_258,1,2,1,2,4,4,2,1,3,4,4,3,2,1,2,5,4,5,4,4,3
2025_259,5,5,2,5,2,2,2,4,4,5,4,5,4,1,1,5,4,4,2,3,3
2025_260,5,3,3,5,4,5,3,4,1,5,5,4,1,1,4,2,5,5,3,4,4
2025_261,3,3,1,5,3,1,4,3,5,3,4,3,5,1,5,1,2,5,5,4,3
2025_262,3,1,1,4,4,3,3,5,2,3,4,3,1,2,5,1,1,2,5,4,3
2025_263,5,3,1,3,4,3,5,3,4,4,4,5,4,1,4,3,3,3,5,3,4
2025_264,5,5,4,1,4,4,5,5,3,3,4,2,2,3,2,3,5,4,1,4,3
2025_265,3,3,4,3,2,2,3,3,2,3,3,4,1,2,4,1,3,3,4,3,3
2025_266,5,4,1,4,2,4,3,3,5,5,5,1,5,1,5,1,4,4,3,1,3
2025_267,2,3,4,1,5,2,4,3,1,2,1,5,3,1,4,3,4,1,3,4,3
2025_268,5,5,1,3,2,3,5,4,2,1,2,1,2,1,1,2,2,1,5,2,2
2025_269,3,4,1,1,4,5,4,2,4,1,4,3,2,4,1,2,1,5,3,5,3
2025_270,3,4,2,4,3,3,3,1,2,4,4,5,3,3,3,4,5,1,2,1,3
2025_271,4,3,2,4,4,4,2,2,5,5,1,2,2,2,5,4,3,5,2,5,3
2025_272,1,2,1,2,5,4,3,1,5,4,5,1,3,5,2,4,5,4,2,3,3
2025_273,3,2,4,5,2,1,4,3,2,3,4,3,2,4,1,2,5,2,4,2,3
2025_274,1,1,5,3,4,4,3,1,1,2,5,5,5,2,5,3,2,3,2,5,3
2025_275,3,3,3,2,4,5,3,4,5,5,3,3,2,4,4,3,5,3,5,5,4
2025_276,3,1,4,5,5,1,2,1,1,5,4,1,2,3,1,1,2,4,1,1,2
2025_277,4,2,1,4,1,3,5,3,1,2,5,3,4,2,3,4,1,4,3,3,3
2025_278,1,4,4,1,4,1,2,3,2,5,5,5,1,4,2,2,2,2,5,2,3
2025_279,4,5,2,1,3,3,3,5,2,5,4,1,1,3,3,3,2,4,4,4,3
2025_280,4,3,1,3,4,3,4,5,1,5,2,3,2,3,5,4,4,3,4,5,3
2025_281,4,5,2,5,1,1,1,3,3,3,5,3,2,1,5,1,3,5,4,2,3
2025_282,3,3,2,2,4,3,3,1,5,5,1,5,2,5,5,1,4,5,5,4,3
2025_283,1,4,1,2,1,2,2,1,3,1,5,5,3,2,3,5,3,1,3,2,2
2025_284,1,4,5,5,3,1,4,1,5,1,4,3,2,1,2,5,3,3,1,3,3
2025_285,1,1,2,3,1,2,4,2,2,1,5,5,5,2,1,3,2,2,1,4,2
2025_286,2,4,4,5,1,4,1,5,1,2,4,1,3,1,4,5,5,4,2,2,3
2025_287,5,5,4,2,5,2,5,1,3,1,5,3,3,5,5,2,5,4,5,4,4
2025_288,5,2,4,1,4,2,4,5,5,2,3,5,1,2,4,4,1,5,2,1,3
2025_289,5,2,4,2,3,2,3,2,3,4,5,3,3,4,3,1,4,1,4,3,3
2025_290,1,3,4,3,1,1,3,2,4,4,3,2,1,5,5,3,2,2,4,1,3
2025_291,2,5,1,1,3,2,3,2,4,3,3,5,3,2,5,3,3,4,3,1,3
2025_292,5,1,5,4,3,3,3,5,3,1,3,4,1,3,3,2,5,1,2,4,3
2025_293,5,1,3,1,3,5,3,4,3,4,5,5,1,4,4,2,2,2,3,2,3
2025_294,4,3,5,1,2,5,4,1,5,1,2,4,1,5,2,2,5,5,1,3,3
2025_295,2,1,5,1,5,4,5,5,5,3,5,2,2,1,3,1,2,2,4,5,3
2025_296,2,1,1,5,5,4,3,1,5,1,5,2,1,2,1,3,4,2,5,3,3
2025_297,1,2,1,1,1,4,4,5,2,3,3,3,1,4,2,1,4,4,2,2,2
2025_298,2,1,5,2,5,1,5,3,5,2,1,2,3,2,2,2,4,3,2,2,3
2025_299,2,1,4,1,4,2,3,5,5,2,1,3,4,2,3,3,4,3,1,1,3
2025_300,1,3,1,4,3,5,3,4,5,3,1,2,2,1,2,2,1,1,3,3,2
2025_301,1,4,2,3,2,5,1,4,5,5,5,1,3,1,3,5,5,4,3,5,3
2025_302,2,4,1,4,2,3,1,1,3,4,5,4,2,5,4,3,2,2,2,5,3
2025_303,1,5,4,1,4,1,5,2,3,2,5,1,2,5,4,3,2,1,4,5,3
2025_304,3,1,5,5,2,2,1,5,2,3,3,5,2,1,1,1,3,2,2,3,3
2025_305,1,1,5,4,2,2,2,4,5,4,1,1,2,3,2,3,4,1,3,4,3
2025_306,1,3,2,2,2,4,2,5,1,4,2,1,3,2,1,5,3,5,1,5,3
2025_307,1,1,5,1,2,1,4,1,4,1,1,5,2,2,3,5,5,2,5,2,3
2025_308,5,1,2,2,4,5,5,2,1,1,1,5,4,2,3,4,3,4,1,5,3
2025_309,3,4,5,3,2,4,2,1,2,2,4,1,2,5,3,2,1,2,3,1,3
2025_310,4,1,4,1,3,3,1,2,3,4,4,5,4,5,1,1,1,2,2,5,3
2025_311,4,4,1,3,2,2,1,2,1,5,4,3,4,4,5,2,3,2,4,1,3
2025_312,4,2,4,1,5,2,4,2,5,4,4,2,2,1,5,1,4,2,4,4,3
2025_313,3,3,4,2,4,3,2,4,5,5,4,2,4,4,3,5,3,3,4,3,4
2025_314,5,3,5,3,5,3,3,2,5,5,5,1,3,5,1,2,5,5,1,3,4
2025_315,2,5,3,2,4,4,2,1,2,2,1,1,3,3,1,4,4,2,5,2,3
2025_316,2,5,1,4,2,5,3,2,4,1,2,2,5,3,3,1,4,1,2,2,3
2025_317,3,4,5,4,2,5,4,4,5,2,4,5,2,5,5,4,2,4,1,1,4
2025_318,2,5,4,4,2,2,1,3,2,3,2,5,5,1,1,3,2,4,1,4,3
2025_319,4,2,3,2,1,4,2,2,2,1,3,2,1,4,5,1,5,2,2,1,2
2025_320,5,2,4,3,3,2,5,2,5,4,5,2,4,1,3,2,2,2,4,1,3
2025_321,5,1,4,2,3,2,5,3,2,3,1,4,2,5,1,2,1,5,2,5,3
2025_322,3,5,3,2,3,2,2,4,2,3,4,4,2,5,5,4,2,5,2,2,3
2025_323,4,4,1,5,5,5,3,2,4,5,1,5,2,2,4,3,4,5,1,4,3
2025_324,3,4,2,5,5,5,5,5,5,1,3,5,3,5,4,5,2,1,4,4,4
2025_325,2,5,1,4,1,4,5,4,4,3,5,2,2,5,2,5,2,3,2,4,3
2025_326,5,1,1,5,3,2,3,1,5,5,3,3,2,4,4,2,4,1,4,2,3
2025_327,4,5,3,1,5,5,2,3,3,1,2,1,4,5,1,5,2,4,2,4,3
2025_328,4,5,2,2,1,2,1,3,3,3,2,2,1,4,1,3,1,4,2,1,2
2025_329,3,3,2,1,4,2,1,5,3,4,4,4,3,1,2,1,2,4,1,4,3
2025_330,5,4,4,2,5,4,4,5,5,1,2,5,5,3,5,2,4,4,4,4,4
2025_331,3,5,4,1,4,5,4,3,2,2,5,2,2,1,5,5,2,2,2,3,3
2025_332,4,3,5,1,4,1,5,5,1,1,1,5,2,1,4,5,3,3,4,2,3
2025_333,1,5,1,5,3,1,4,2,4,2,1,1,2,3,5,4,4,4,1,4,3
2025_334,5,5,2,1,5,3,1,1,5,3,2,5,3,1,3,1,5,5,4,4,3
2025_335,4,5,2,5,3,5,5,1,1,1,5,2,3,3,2,2,3,4,1,1,3
2025_336,3,2,4,3,1,5,2,5,3,1,4,5,4,1,5,4,4,5,1,4,3
2025_337,3,5,2,2,1,3,4,2,1,3,3,1,1,4,1,4,4,5,3,3,3
2025_338,3,5,4,4,1,5,1,5,1,2,3,3,4,2,3,4,2,3,1,5,3
2025_339,2,4,2,4,2,4,3,1,3,1,3,3,2,5,4,4,4,1,4,4,3
2025_340,2,3,4,5,4,1,1,1,4,2,5,4,2,2,4,4,2,2,2,4,3
2025_341,2,1,4,1,3,4,3,2,2,5,2,3,2,4,2,5,2,3,3,2,3
2025_342,3,3,5,4,5,1,5,2,4,2,1,4,3,5,2,1,3,5,3,5,3
2025_343,4,3,3,3,4,1,5,3,4,1,5,4,5,3,1,4,1,3,1,1,3
2025_344,2,1,5,4,2,4,4,3,3,2,3,3,3,4,2,4,5,4,5,1,3
2025_345,1,5,5,4,5,2,1,1,5,3,3,5,2,3,5,2,2,4,2,3,3
2025_346,3,5,5,2,1,4,1,2,2,1,4,1,5,3,5,3,2,4,1,4,3
2025_347,1,5,5,1,4,1,2,5,2,5,5,3,2,2,3,4,2,1,3,2,3
2025_348,4,2,5,1,3,5,4,5,5,4,5,3,2,5,3,2,2,5,3,5,4
2025_349,4,2,5,2,3,1,5,5,2,3,4,3,5,4,3,1,2,3,3,1,3
2025_350,5,2,3,4,3,2,3,1,3,3,4,1,1,3,4,3,3,2,2,4,3
2025_351,5,2,5,1,2,2,4,5,2,2,4,4,5,1,1,3,2,5,2,5,3
2025_352,5,5,2,4,2,5,3,1,5,3,4,5,3,5,2,3,2,2,3,1,3
2025_353,3,1,5,5,3,5,4,2,2,1,5,1,2,2,5,4,4,5,5,1,3
2025_354,5,4,5,1,1,1,1,3,5,2,5,3,1,3,4,4,5,5,2,2,3
2025_355,4,1,3,2,2,1,1,5,3,1,2,2,4,1,5,3,5,2,5,2,3
2025_356,2,2,2,2,4,5,4,4,1,1,1,3,1,5,4,5,1,3,3,4,3
2025_357,5,2,5,1,2,3,4,4,3,1,3,1,2,3,1,2,3,4,3,5,3
2025_358,3,5,2,3,2,2,1,2,2,3,3,4,1,2,1,5,2,1,4,4,3
2025_359,2,5,4,4,5,1,4,3,4,1,1,2,3,1,5,3,3,5,4,5,3
2025_360,5,4,4,4,4,4,5,2,2,1,2,2,5,4,4,5,2,5,1,4,3
2025_361,3,1,1,5,2,4,3,1,3,2,2,3,4,2,3,1,3,3,5,2,3
2025_362,4,4,5,4,3,5,1,2,2,2,3,1,5,5,2,1,1,1,4,4,3
2025_363,2,1,1,5,5,2,1,2,5,5,4,2,2,1,1,4,3,3,3,2,3
2025_364,2,5,2,2,2,4,2,1,1,5,4,1,4,4,5,4,2,4,5,5,3
2025_365,5,1,2,1,3,2,4,5,3,2,1,5,1,2,2,3,4,1,3,5,3
2025_366,4,3,1,2,5,1,4,4,2,2,5,5,2,2,4,2,3,1,2,5,3
2025_367,3,5,3,2,1,5,3,4,2,1,2,4,1,4,2,3,2,2,2,5,3
2025_368,4,4,4,5,3,2,3,5,4,2,1,1,3,4,1,3,5,3,3,3,3
2025_369,2,3,3,2,2,5,4,1,1,3,5,3,1,2,4,5,2,4,5,5,3
2025_370,1,2,5,5,4,1,3,1,3,2,2,5,2,5,1,2,1,1,2,1,2
2025_371,2,2,2,3,1,4,2,1,5,2,2,4,3,3,2,1,5,5,1,2,3
2025_372,5,3,1,4,2,1,5,2,3,2,2,3,3,2,3,1,3,3,2,1,3
2025_373,4,4,5,3,3,1,4,5,1,3,4,5,2,4,5,1,2,5,5,3,3
2025_374,4,3,2,5,3,4,2,1,3,2,1,3,2,2,3,2,5,3,2,1,3
2025_375,1,5,3,2,2,1,5,1,1,5,3,2,3,4,4,4,5,1,3,2,3
2025_376,4,3,4,4,2,5,1,5,3,5,3,3,1,2,1,5,3,4,4,3,3
2025_377,1,2,1,3,3,2,5,5,2,5,4,5,5,5,4,5,4,2,1,2,3
2025_378,1,2,1,1,3,1,1,3,5,5,3,4,1,1,3,3,4,5,2,5,3
2025_379,1,3,4,5,4,5,1,2,4,4,2,4,4,5,5,2,1,4,1,2,3
2025_380,2,5,4,3,2,4,1,5,1,2,2,1,2,4,2,5,4,3,2,2,3
2025_381,5,5,1,1,1,5,1,1,3,1,2,5,4,3,5,5,2,1,2,1,3
2025_382,1,5,1,3,3,3,5,2,4,1,4,2,2,5,3,3,2,5,5,1,3
2025_383,3,2,4,3,1,5,2,3,4,1,1,3,4,1,2,1,4,5,5,3,3
2025_384,4,1,1,5,5,2,5,2,1,2,2,3,5,2,1,4,2,5,3,1,3
2025_385,3,4,2,2,5,2,1,4,3,4,2,3,5,4,3,3,3,1,4,3,3
2025_386,4,3,5,5,5,2,3,2,4,2,4,4,4,2,3,2,3,3,4,2,3
2025_387,3,5,3,5,2,2,2,3,1,3,3,4,4,3,5,4,3,1,5,2,3
2025_388,3,3,5,4,4,4,2,5,5,4,4,1,1,3,3,5,5,2,2,1,3
2025_389,3,1,1,3,2,3,4,4,4,5,2,2,5,1,4,4,1,3,3,2,3
2025_390,5,2,3,1,2,4,4,1,3,4,4,5,2,3,2,3,4,5,2,4,3
2025_391,3,2,2,4,2,5,5,4,3,4,5,1,1,2,2,1,5,2,4,4,3
2025_392,5,2,4,2,2,4,1,4,5,3,4,2,2,4,3,4,3,3,5,2,3
2025_393,2,3,2,1,3,2,1,5,2,1,4,4,1,3,3,2,4,3,3,4,3
2025_394,5,3,1,2,3,3,5,1,2,3,2,4,3,3,4,5,3,2,1,2,3
2025_395,5,1,2,2,4,5,4,1,4,5,3,3,1,3,4,1,5,1,1,2,3
2025_396,2,1,3,2,5,4,2,1,3,4,2,3,3,3,1,5,3,4,2,4,3
2025_397,1,1,4,5,1,1,4,1,5,5,5,2,5,5,2,3,1,5,1,4,3
2025_398,1,2,1,1,1,3,3,4,2,1,1,1,1,3,4,5,2,1,4,5,2
2025_399,4,3,5,4,3,4,4,5,3,1,2,5,3,4,3,2,2,1,1,2,3
2025_400,5,5,4,1,4,1,2,5,5,2,4,4,3,1,4,2,4,5,1,3,3
2025_401,1,5,5,5,5,2,3,5,5,4,3,1,3,3,3,5,5,2,1,4,4
2025_402,3,1,1,2,4,3,4,2,5,1,3,5,2,4,1,3,5,5,1,4,3
2025_403,2,4,4,4,1,1,2,4,1,2,2,4,3,4,3,2,1,5,2,1,3
2025_404,2,4,3,2,1,4,5,4,3,4,5,1,2,3,5,3,4,3,5,2,3
2025_405,2,3,1,3,4,2,2,2,1,1,5,3,3,4,2,1,4,4,1,3,3
2025_406,2,3,4,2,5,4,3,3,3,1,4,2,3,3,1,2,4,5,1,4,3
2025_407,5,3,3,2,5,3,3,2,4,3,1,1,4,5,2,1,1,4,5,5,3
2025_408,4,1,2,1,5,1,2,3,1,4,3,4,4,4,1,5,3,2,5,1,3
2025_409,4,2,3,5,5,2,1,3,2,4,3,5,2,5,5,5,1,5,4,4,4
2025_410,3,5,5,2,1,3,5,2,1,3,3,5,3,2,3,4,2,1,1,5,3
2025_411,5,4,1,1,1,1,3,2,2,4,3,1,1,5,5,4,1,4,3,2,3
2025_412,1,3,1,5,4,5,2,5,1,5,1,2,5,4,4,4,5,5,5,1,3
2025_413,2,4,1,4,1,5,4,5,4,3,1,3,1,2,4,2,2,1,3,5,3
2025_414,1,5,2,5,3,1,3,3,1,3,4,4,4,5,3,1,1,5,1,4,3
2025_415,3,1,1,2,2,2,3,4,4,4,3,3,2,1,5,5,1,2,1,1,2
2025_416,5,2,3,5,3,2,1,4,4,2,4,3,4,2,2,3,4,4,1,5,3
2025_417,2,1,2,1,5,1,2,4,2,3,3,3,3,5,4,4,2,1,2,2,3
2025_418,2,2,4,1,2,4,2,3,2,2,5,3,1,2,1,3,2,5,4,5,3
2025_419,5,4,4,4,2,1,1,4,5,3,4,5,5,2,2,1,1,3,3,3,3
2025_420,3,5,5,1,2,2,4,5,3,3,4,2,3,2,4,2,2,2,3,1,3
2025_421,5,2,2,2,1,4,3,1,2,1,1,1,4,5,3,4,4,5,4,1,3
2025_422,1,2,4,2,3,1,3,5,1,3,5,3,5,5,1,2,5,5,1,2,3
2025_423,4,4,2,3,1,2,4,5,4,5,1,5,2,5,3,2,1,2,3,1,3
2025_424,4,3,1,5,2,1,2,5,1,4,3,1,5,1,2,1,4,1,3,1,2
2025_425,2,1,4,5,1,1,3,4,5,2,1,5,2,4,4,5,2,4,5,4,3
2025_426,4,4,3,2,5,5,2,2,2,2,1,5,1,4,4,5,4,2,1,2,3
2025_427,4,1,2,5,2,4,1,5,1,5,1,4,5,3,1,1,2,5,3,4,3
2025_428,2,3,5,3,1,1,2,5,5,3,2,5,1,3,4,1,2,5,1,4,3
2025_429,4,2,1,3,1,4,2,2,3,2,2,2,2,2,4,1,5,2,5,5,3
2025_430,4,2,5,2,3,3,3,5,3,4,4,5,2,1,2,2,2,2,1,3,3
2025_431,2,4,5,5,4,2,1,3,5,3,1,5,3,1,3,2,1,3,2,2,3
2025_432,1,4,5,1,2,2,1,4,5,3,1,5,5,2,3,1,2,2,4,5,3
2025_433,1,1,1,2,4,3,2,3,4,5,1,3,2,3,5,1,3,5,2,4,3
2025_434,2,1,2,2,2,2,1,5,3,4,3,3,4,1,4,1,3,1,5,4,3
2025_435,5,3,4,3,5,3,4,4,3,4,4,3,5,4,4,4,4,3,5,5,4
2025_436,1,4,4,1,5,2,2,5,4,2,3,3,1,5,5,2,4,5,2,2,3
2025_437,5,2,1,1,5,4,1,1,5,3,2,1,3,4,3,5,4,4,3,5,3
2025_438,1,3,1,3,1,3,4,2,4,1,5,4,2,1,4,3,5,1,4,1,3
2025_439,3,2,4,1,1,1,2,1,5,5,1,5,4,5,1,3,4,2,1,2,3
2025_440,3,2,1,1,3,1,3,3,1,5,3,1,5,3,5,4,4,5,3,1,3
2025_441,2,1,2,2,3,5,1,5,4,3,3,4,1,4,1,2,3,1,5,5,3
2025_442,3,4,4,1,4,3,1,2,4,4,1,5,4,3,4,2,4,5,4,1,3
2025_443,4,5,1,3,1,2,1,3,4,1,1,1,1,3,5,5,1,3,3,1,2
2025_444,2,1,2,1,2,2,1,2,4,5,3,2,2,3,2,3,1,4,4,5,3
2025_445,2,5,1,4,1,1,2,1,4,5,4,2,4,3,5,3,3,2,1,3,3
2025_446,4,1,4,4,1,1,4,2,5,5,2,1,4,5,4,2,4,2,1,2,3
2025_447,2,5,4,5,3,2,3,5,4,5,4,4,1,2,5,4,5,5,4,3,4
2025_448,2,2,1,1,1,2,3,2,2,2,2,3,1,5,1,1,5,2,3,3,2
2025_449,1,5,4,2,1,3,5,5,1,4,3,1,4,5,2,3,3,4,1,5,3
2025_450,4,2,2,2,4,5,3,1,3,5,3,4,2,5,5,3,4,3,3,5,3
2025_451,3,2,3,2,5,4,2,4,4,2,5,1,4,4,5,5,3,5,4,2,3
2025_452,1,3,2,1,1,1,2,3,3,1,2,1,5,3,4,1,5,3,2,3,2
2025_453,2,2,1,1,3,5,3,4,2,2,1,5,1,4,3,3,5,1,1,4,3
2025_454,3,1,5,3,4,5,2,4,5,1,2,4,1,2,3,1,5,4,2,1,3
2025_455,3,4,4,1,3,2,1,2,4,2,3,5,3,2,1,4,5,1,1,3,3
2025_456,2,3,2,3,1,4,2,5,5,1,3,3,1,5,5,3,2,4,2,5,3
2025_457,2,4,2,2,2,2,1,5,4,5,1,1,1,1,2,5,3,4,1,5,3
2025_458,1,1,1,1,1,4,5,1,1,1,1,2,2,3,1,3,4,3,5,2,2
2025_459,2,1,1,4,4,5,1,1,4,4,4,2,3,3,1,2,4,1,2,5,3
2025_460,2,1,3,4,5,2,1,1,4,1,1,4,5,3,3,2,5,2,3,4,3
2025_461,1,3,5,3,5,5,5,2,4,3,4,1,3,4,4,1,5,3,3,1,3
2025_462,5,3,3,3,5,1,3,4,5,2,1,4,3,2,1,5,2,2,4,1,3
2025_463,4,4,3,5,2,1,5,5,1,5,3,5,3,2,2,4,3,2,5,1,3
2025_464,1,3,4,5,3,1,3,5,2,5,2,2,2,3,1,3,1,5,4,5,3
2025_465,3,3,1,3,2,3,1,1,2,1,4,5,3,4,3,4,3,2,1,1,2
2025_466,2,4,5,4,1,5,3,5,4,2,3,4,3,5,1,4,2,5,4,2,3
2025_467,4,5,4,3,5,4,1,4,3,2,2,2,1,3,5,2,3,4,1,3,3
2025_468,3,5,3,5,1,1,4,5,5,2,2,4,1,2,3,1,3,5,1,4,3
2025_469,5,5,3,5,2,1,2,3,3,1,5,4,3,1,4,5,3,1,1,1,3
2025_470,3,4,1,5,1,4,3,1,1,5,5,1,1,5,4,2,2,1,5,3,3
2025_471,3,2,4,2,1,4,3,5,5,1,2,1,5,3,5,4,5,5,4,2,3
2025_472,5,1,5,1,4,5,4,4,2,5,1,1,5,2,2,2,1,4,2,1,3
2025_473,1,4,5,5,2,2,4,2,4,1,2,1,3,4,3,2,1,2,3,2,3
2025_474,5,3,2,1,2,1,5,2,5,3,1,3,1,5,4,2,5,1,1,1,3
2025_475,1,2,3,4,2,1,2,5,1,4,1,4,4,3,3,2,2,4,1,5,3
2025_476,5,1,1,3,5,4,2,3,5,1,5,4,3,1,4,2,3,4,4,1,3
2025_477,2,4,3,4,5,3,3,4,1,3,5,1,1,1,3,1,4,1,5,2,3
2025_478,5,3,1,1,4,1,5,3,2,1,2,1,3,5,3,2,1,2,5,3,3
2025_479,2,2,5,1,2,5,1,1,3,5,1,3,4,5,4,1,5,3,1,5,3
2025_480,5,4,1,3,3,1,1,2,4,1,1,2,2,5,3,4,5,1,2,3,3
2025_481,5,3,2,5,5,3,2,1,5,1,2,5,5,1,4,1,1,4,2,2,3
2025_482,5,3,3,5,3,1,1,4,4,5,5,5,1,3,5,5,1,1,1,3,3
2025_483,5,2,2,5,5,5,5,3,2,4,2,2,1,5,5,5,1,3,3,4,3
2025_484,3,3,5,2,3,3,1,4,1,5,2,4,1,3,3,4,3,1,1,3,3
2025_485,3,5,2,4,1,4,5,1,5,5,3,4,4,3,4,3,1,5,5,4,4
2025_486,2,5,3,2,2,5,5,5,3,2,4,3,1,5,2,3,1,3,3,4,3
2025_487,4,3,1,2,2,5,5,2,3,3,4,4,5,2,3,2,1,2,1,4,3
2025_488,4,5,2,2,1,4,1,4,1,4,1,4,1,2,5,1,5,2,2,4,3
2025_489,5,3,4,5,1,1,2,3,1,5,5,1,5,5,2,3,2,3,5,3,3
2025_490,5,5,2,2,4,1,4,4,3,5,5,5,1,3,3,5,4,1,4,2,3
2025_491,3,3,4,1,3,4,1,4,1,5,1,2,5,4,5,5,4,4,2,4,3
2025_492,3,3,2,1,1,3,4,2,1,1,5,3,4,2,1,5,3,3,2,1,2
2025_493,2,2,5,3,4,3,3,5,4,1,4,1,4,2,4,5,1,3,5,1,3
2025_494,1,3,2,5,3,3,2,5,3,2,5,4,1,2,1,4,3,3,5,2,3
2025_495,2,5,1,3,3,2,2,5,4,1,4,4,2,2,2,4,1,2,3,1,3
2025_496,3,1,2,5,2,4,4,1,4,2,3,2,1,4,3,5,3,3,2,5,3
